date,month,hour,daytime,seasons,holiday,functioning_day,temperature,temperature_type,humidity,wind_speed,visibility,solar_radiation,rainfall,snowfall,rented_bike_count
2018-03-11,3,18,Evening,Spring,No,Yes,9.4,Cold,22,2.9,1995,0.55,0.0,0.0,776
2018-03-11,3,19,Evening,Spring,No,Yes,7.8,Cold,28,1.9,1982,0.04,0.0,0.0,596
2018-03-11,3,20,Evening,Spring,No,Yes,6.7,Cold,32,1.9,1722,0.0,0.0,0.0,530
2018-03-11,3,21,Evening,Spring,No,Yes,5.7,Cold,34,1.0,1520,0.0,0.0,0.0,533
2018-03-11,3,22,Night,Spring,No,Yes,5.3,Cold,31,2.3,1842,0.0,0.0,0.0,419
2018-03-11,3,23,Night,Spring,No,Yes,4.2,Cold,34,1.7,1476,0.0,0.0,0.0,288
2018-03-12,3,0,Night,Spring,No,Yes,3.5,Cold,46,1.1,1040,0.0,0.0,0.0,222
2018-03-12,3,1,Night,Spring,No,Yes,2.9,Cold,51,0.8,1119,0.0,0.0,0.0,163
2018-03-12,3,2,Night,Spring,No,Yes,2.7,Cold,46,0.4,1363,0.0,0.0,0.0,95
2018-03-12,3,3,Night,Spring,No,Yes,2.3,Cold,48,0.8,1448,0.0,0.0,0.0,60
2018-03-12,3,4,Morning,Spring,No,Yes,2.8,Cold,52,0.6,1249,0.0,0.0,0.0,47
2018-03-12,3,5,Morning,Spring,No,Yes,3.3,Cold,53,0.4,1208,0.0,0.0,0.0,106
2018-03-12,3,6,Morning,Spring,No,Yes,2.8,Cold,57,0.7,920,0.0,0.0,0.0,261
2018-03-12,3,7,Morning,Spring,No,Yes,3.0,Cold,53,0.5,1094,0.0,0.0,0.0,662
2018-03-12,3,8,Morning,Spring,No,Yes,3.8,Cold,47,0.8,1229,0.06,0.0,0.0,1066
2018-03-12,3,9,Morning,Spring,No,Yes,4.8,Cold,43,1.0,1200,0.18,0.0,0.0,604
2018-03-12,3,10,Morning,Spring,No,Yes,6.6,Cold,40,1.0,1061,0.65,0.0,0.0,406
2018-03-12,3,11,Noon,Spring,No,Yes,9.2,Cold,33,1.1,892,1.54,0.0,0.0,463
2018-03-12,3,12,Noon,Spring,No,Yes,11.7,Mild,32,1.6,690,1.99,0.0,0.0,581
2018-03-12,3,13,Noon,Spring,No,Yes,13.6,Mild,34,1.8,458,2.23,0.0,0.0,588
2018-03-12,3,14,Noon,Spring,No,Yes,14.9,Mild,34,2.8,403,2.22,0.0,0.0,603
2018-03-12,3,15,Afternoon,Spring,No,Yes,15.3,Mild,32,2.9,458,2.02,0.0,0.0,694
2018-03-12,3,16,Afternoon,Spring,No,Yes,14.5,Mild,34,3.1,471,1.59,0.0,0.0,752
2018-03-12,3,17,Afternoon,Spring,No,Yes,13.7,Mild,38,2.6,436,1.0,0.0,0.0,931
2018-03-12,3,18,Evening,Spring,No,Yes,12.2,Mild,43,2.8,463,0.41,0.0,0.0,1425
2018-03-12,3,19,Evening,Spring,No,Yes,10.6,Mild,47,2.0,425,0.03,0.0,0.0,946
2018-03-12,3,20,Evening,Spring,No,Yes,9.4,Cold,50,2.1,391,0.0,0.0,0.0,801
2018-03-12,3,21,Evening,Spring,No,Yes,8.7,Cold,49,1.7,464,0.0,0.0,0.0,771
2018-03-12,3,22,Night,Spring,No,Yes,7.8,Cold,49,0.1,528,0.0,0.0,0.0,695
2018-03-12,3,23,Night,Spring,No,Yes,6.8,Cold,56,0.9,497,0.0,0.0,0.0,397
2018-03-13,3,0,Night,Spring,No,Yes,6.4,Cold,62,0.7,506,0.0,0.0,0.0,309
2018-03-13,3,1,Night,Spring,No,Yes,5.9,Cold,65,1.0,596,0.0,0.0,0.0,231
2018-03-13,3,2,Night,Spring,No,Yes,5.4,Cold,66,0.6,623,0.0,0.0,0.0,161
2018-03-13,3,3,Night,Spring,No,Yes,5.5,Cold,62,0.6,722,0.0,0.0,0.0,103
2018-03-13,3,4,Morning,Spring,No,Yes,6.2,Cold,59,0.8,493,0.0,0.0,0.0,88
2018-03-13,3,5,Morning,Spring,No,Yes,6.8,Cold,56,0.9,570,0.0,0.0,0.0,97
2018-03-13,3,6,Morning,Spring,No,Yes,7.0,Cold,58,0.7,537,0.0,0.0,0.0,252
2018-03-13,3,7,Morning,Spring,No,Yes,7.2,Cold,56,0.5,545,0.0,0.0,0.0,668
2018-03-13,3,8,Morning,Spring,No,Yes,8.0,Cold,48,0.4,711,0.12,0.0,0.0,1215
2018-03-13,3,9,Morning,Spring,No,Yes,9.4,Cold,44,0.3,743,0.33,0.0,0.0,616
2018-03-13,3,10,Morning,Spring,No,Yes,10.9,Mild,40,0.5,714,0.55,0.0,0.0,428
2018-03-13,3,11,Noon,Spring,No,Yes,12.6,Mild,49,1.4,988,0.84,0.0,0.0,571
2018-03-13,3,12,Noon,Spring,No,Yes,15.5,Mild,47,3.3,1303,2.44,0.0,0.0,626
2018-03-13,3,13,Noon,Spring,No,Yes,17.1,Mild,42,3.2,1305,2.6,0.0,0.0,678
2018-03-13,3,14,Noon,Spring,No,Yes,18.3,Mild,43,2.2,1509,2.43,0.0,0.0,705
2018-03-13,3,15,Afternoon,Spring,No,Yes,18.6,Mild,47,3.3,1560,2.08,0.0,0.0,815
2018-03-13,3,16,Afternoon,Spring,No,Yes,17.6,Mild,53,3.7,1735,1.4,0.0,0.0,890
2018-03-13,3,17,Afternoon,Spring,No,Yes,16.9,Mild,62,3.1,1562,0.95,0.0,0.0,1085
2018-03-13,3,18,Evening,Spring,No,Yes,15.7,Mild,68,3.3,1473,0.39,0.0,0.0,1749
2018-03-13,3,19,Evening,Spring,No,Yes,14.1,Mild,77,2.0,1240,0.04,0.0,0.0,1224
2018-03-13,3,20,Evening,Spring,No,Yes,13.9,Mild,77,1.5,1010,0.0,0.0,0.0,986
2018-03-13,3,21,Evening,Spring,No,Yes,13.7,Mild,79,2.0,1035,0.0,0.0,0.0,982
2018-03-13,3,22,Night,Spring,No,Yes,13.5,Mild,81,2.8,933,0.0,0.0,0.0,912
2018-03-13,3,23,Night,Spring,No,Yes,13.4,Mild,81,2.6,958,0.0,0.0,0.0,572
2018-03-14,3,0,Night,Spring,No,Yes,13.6,Mild,79,2.2,862,0.0,0.0,0.0,412
2018-03-14,3,1,Night,Spring,No,Yes,13.7,Mild,73,2.2,1182,0.0,0.0,0.0,309
2018-03-14,3,2,Night,Spring,No,Yes,13.8,Mild,70,1.3,1363,0.0,0.0,0.0,226
2018-03-14,3,3,Night,Spring,No,Yes,14.0,Mild,67,2.3,1733,0.0,0.0,0.0,142
2018-03-14,3,4,Morning,Spring,No,Yes,14.0,Mild,70,1.5,1648,0.0,0.0,0.0,82
2018-03-14,3,5,Morning,Spring,No,Yes,14.1,Mild,69,1.3,1923,0.0,0.0,0.0,123
2018-03-14,3,6,Morning,Spring,No,Yes,14.1,Mild,69,1.6,1882,0.0,0.0,0.0,290
2018-03-14,3,7,Morning,Spring,No,Yes,14.1,Mild,69,1.1,1692,0.0,0.0,0.0,786
2018-03-14,3,8,Morning,Spring,No,Yes,14.2,Mild,67,0.9,1812,0.06,0.0,0.0,1371
2018-03-14,3,9,Morning,Spring,No,Yes,14.6,Mild,62,1.2,1768,0.19,0.0,0.0,761
2018-03-14,3,10,Morning,Spring,No,Yes,15.7,Mild,58,1.3,1980,0.69,0.0,0.0,552
2018-03-14,3,11,Noon,Spring,No,Yes,17.5,Mild,55,2.1,1892,1.35,0.0,0.0,643
2018-03-14,3,12,Noon,Spring,No,Yes,19.9,Warm,44,2.7,1874,2.22,0.0,0.0,813
2018-03-14,3,13,Noon,Spring,No,Yes,20.9,Warm,44,4.7,1795,2.66,0.0,0.0,789
2018-03-14,3,14,Noon,Spring,No,Yes,21.1,Warm,42,4.3,2000,2.49,0.0,0.0,878
2018-03-14,3,15,Afternoon,Spring,No,Yes,21.7,Warm,39,3.3,1979,2.09,0.0,0.0,1025
2018-03-14,3,16,Afternoon,Spring,No,Yes,21.7,Warm,41,3.2,2000,1.91,0.0,0.0,1049
2018-03-14,3,17,Afternoon,Spring,No,Yes,20.5,Warm,49,3.5,2000,1.18,0.0,0.0,1325
2018-03-14,3,18,Evening,Spring,No,Yes,19.2,Warm,53,2.4,2000,0.58,0.0,0.0,2100
2018-03-14,3,19,Evening,Spring,No,Yes,17.9,Mild,54,2.9,2000,0.04,0.0,0.0,1478
2018-03-14,3,20,Evening,Spring,No,Yes,17.2,Mild,60,2.5,1993,0.0,0.0,0.0,1275
2018-03-14,3,21,Evening,Spring,No,Yes,16.8,Mild,67,2.0,1775,0.0,0.0,0.0,1181
2018-03-14,3,22,Night,Spring,No,Yes,16.2,Mild,71,2.0,1780,0.0,0.0,0.0,983
2018-03-14,3,23,Night,Spring,No,Yes,16.1,Mild,69,1.8,1666,0.0,0.0,0.0,587
2018-03-15,3,0,Night,Spring,No,Yes,16.0,Mild,69,2.4,1863,0.0,0.0,0.0,466
2018-03-15,3,1,Night,Spring,No,Yes,16.3,Mild,68,2.1,1859,0.0,0.0,0.0,355
2018-03-15,3,2,Night,Spring,No,Yes,16.5,Mild,68,1.3,1724,0.0,0.0,0.0,203
2018-03-15,3,3,Night,Spring,No,Yes,16.5,Mild,69,2.4,1659,0.0,0.0,0.0,51
2018-03-15,3,4,Morning,Spring,No,Yes,15.1,Mild,86,2.1,877,0.0,0.0,0.0,9
2018-03-15,3,5,Morning,Spring,No,Yes,14.5,Mild,94,2.0,487,0.0,0.0,0.0,8
2018-03-15,3,6,Morning,Spring,No,Yes,14.4,Mild,96,0.7,453,0.0,8.0,0.0,10
2018-03-15,3,7,Morning,Spring,No,Yes,14.3,Mild,97,0.3,189,0.0,0.0,0.0,15
2018-03-15,3,8,Morning,Spring,No,Yes,14.1,Mild,97,1.1,342,0.0,0.0,0.0,39
2018-03-15,3,9,Morning,Spring,No,Yes,14.1,Mild,98,1.1,253,0.06,17.0,0.0,32
2018-03-15,3,10,Morning,Spring,No,Yes,14.2,Mild,98,1.2,299,0.14,0.0,0.0,27
2018-03-15,3,11,Noon,Spring,No,Yes,13.9,Mild,98,1.4,296,0.13,0.0,0.0,65
2018-03-15,3,12,Noon,Spring,No,Yes,13.3,Mild,97,2.9,771,0.19,2.0,0.0,204
2018-03-15,3,13,Noon,Spring,No,Yes,12.7,Mild,97,2.6,467,0.23,0.0,0.0,269
2018-03-15,3,14,Noon,Spring,No,Yes,12.1,Mild,97,2.0,177,0.2,0.0,0.0,289
2018-03-15,3,15,Afternoon,Spring,No,Yes,11.6,Mild,97,3.4,117,0.26,0.0,0.0,329
2018-03-15,3,16,Afternoon,Spring,No,Yes,10.7,Mild,98,1.2,196,0.14,0.0,0.0,214
2018-03-15,3,17,Afternoon,Spring,No,Yes,10.9,Mild,98,1.3,222,0.09,0.0,0.0,411
2018-03-15,3,18,Evening,Spring,No,Yes,10.4,Mild,98,2.5,116,0.03,0.0,0.0,676
2018-03-15,3,19,Evening,Spring,No,Yes,10.4,Mild,98,2.0,391,0.0,0.0,0.0,606
2018-03-15,3,20,Evening,Spring,No,Yes,10.5,Mild,97,1.8,372,0.0,0.0,0.0,533
2018-03-15,3,21,Evening,Spring,No,Yes,10.4,Mild,96,2.7,499,0.0,0.0,0.0,567
2018-03-15,3,22,Night,Spring,No,Yes,9.8,Cold,90,3.7,493,0.0,0.0,0.0,506
2018-03-15,3,23,Night,Spring,No,Yes,9.3,Cold,90,4.1,609,0.0,0.0,0.0,343
2018-03-16,3,0,Night,Spring,No,Yes,8.4,Cold,86,2.2,2000,0.0,0.0,0.0,287
2018-03-16,3,1,Night,Spring,No,Yes,7.2,Cold,83,2.1,2000,0.0,0.0,0.0,278
2018-03-16,3,2,Night,Spring,No,Yes,6.7,Cold,72,2.1,2000,0.0,0.0,0.0,178
2018-03-16,3,3,Night,Spring,No,Yes,6.1,Cold,67,2.6,2000,0.0,0.0,0.0,102
2018-03-16,3,4,Morning,Spring,No,Yes,5.7,Cold,62,2.4,2000,0.0,0.0,0.0,85
2018-03-16,3,5,Morning,Spring,No,Yes,5.2,Cold,60,2.0,2000,0.0,0.0,0.0,85
2018-03-16,3,6,Morning,Spring,No,Yes,4.4,Cold,61,1.7,2000,0.0,0.0,0.0,222
2018-03-16,3,7,Morning,Spring,No,Yes,3.7,Cold,59,2.9,2000,0.0,0.0,0.0,652
2018-03-16,3,8,Morning,Spring,No,Yes,3.8,Cold,56,2.4,2000,0.32,0.0,0.0,1176
2018-03-16,3,9,Morning,Spring,No,Yes,5.2,Cold,51,1.7,2000,1.08,0.0,0.0,683
2018-03-16,3,10,Morning,Spring,No,Yes,6.7,Cold,46,2.2,1936,1.79,0.0,0.0,507
2018-03-16,3,11,Noon,Spring,No,Yes,8.2,Cold,45,2.4,1992,2.38,0.0,0.0,557
2018-03-16,3,12,Noon,Spring,No,Yes,9.4,Cold,40,2.6,1913,2.78,0.0,0.0,705
2018-03-16,3,13,Noon,Spring,No,Yes,10.4,Mild,38,2.4,1959,2.99,0.0,0.0,715
2018-03-16,3,14,Noon,Spring,No,Yes,11.0,Mild,36,1.8,1973,2.91,0.0,0.0,772
2018-03-16,3,15,Afternoon,Spring,No,Yes,11.9,Mild,32,1.9,1976,2.62,0.0,0.0,923
2018-03-16,3,16,Afternoon,Spring,No,Yes,11.6,Mild,31,1.4,1999,2.11,0.0,0.0,976
2018-03-16,3,17,Afternoon,Spring,No,Yes,11.2,Mild,30,1.5,2000,1.44,0.0,0.0,1160
2018-03-16,3,18,Evening,Spring,No,Yes,10.0,Cold,33,1.2,2000,0.68,0.0,0.0,1641
2018-03-16,3,19,Evening,Spring,No,Yes,8.1,Cold,36,1.2,2000,0.06,0.0,0.0,974
2018-03-16,3,20,Evening,Spring,No,Yes,6.7,Cold,41,1.0,2000,0.0,0.0,0.0,774
2018-03-16,3,21,Evening,Spring,No,Yes,5.8,Cold,43,1.8,2000,0.0,0.0,0.0,710
2018-03-16,3,22,Night,Spring,No,Yes,4.9,Cold,46,0.8,2000,0.0,0.0,0.0,660
2018-03-16,3,23,Night,Spring,No,Yes,4.2,Cold,47,1.3,2000,0.0,0.0,0.0,455
2018-03-17,3,0,Night,Spring,No,Yes,3.7,Cold,48,1.6,2000,0.0,0.0,0.0,414
2018-03-17,3,1,Night,Spring,No,Yes,3.0,Cold,52,0.7,2000,0.0,0.0,0.0,366
2018-03-17,3,2,Night,Spring,No,Yes,2.3,Cold,56,0.6,2000,0.0,0.0,0.0,268
2018-03-17,3,3,Night,Spring,No,Yes,1.8,Cold,59,0.7,2000,0.0,0.0,0.0,157
2018-03-17,3,4,Morning,Spring,No,Yes,1.3,Cold,61,0.7,2000,0.0,0.0,0.0,103
2018-03-17,3,5,Morning,Spring,No,Yes,1.0,Cold,62,0.9,2000,0.0,0.0,0.0,60
2018-03-17,3,6,Morning,Spring,No,Yes,0.8,Cold,63,1.0,2000,0.0,0.0,0.0,109
2018-03-17,3,7,Morning,Spring,No,Yes,0.5,Cold,64,0.8,2000,0.01,0.0,0.0,193
2018-03-17,3,8,Morning,Spring,No,Yes,1.3,Cold,57,1.0,1974,0.32,0.0,0.0,384
2018-03-17,3,9,Morning,Spring,No,Yes,3.4,Cold,49,1.6,1950,1.03,0.0,0.0,520
2018-03-17,3,10,Morning,Spring,No,Yes,6.0,Cold,43,1.0,1829,1.69,0.0,0.0,561
2018-03-17,3,11,Noon,Spring,No,Yes,8.0,Cold,39,1.2,1783,2.26,0.0,0.0,742
2018-03-17,3,12,Noon,Spring,No,Yes,10.0,Cold,38,1.5,1677,2.51,0.0,0.0,933
2018-03-17,3,13,Noon,Spring,No,Yes,10.9,Mild,32,1.2,1772,2.22,0.0,0.0,1111
2018-03-17,3,14,Noon,Spring,No,Yes,12.1,Mild,29,2.3,1734,2.26,0.0,0.0,1294
2018-03-17,3,15,Afternoon,Spring,No,Yes,13.2,Mild,23,2.8,1696,2.52,0.0,0.0,1514
2018-03-17,3,16,Afternoon,Spring,No,Yes,13.7,Mild,28,2.1,1499,1.88,0.0,0.0,1440
2018-03-17,3,17,Afternoon,Spring,No,Yes,12.1,Mild,34,2.5,1240,0.81,0.0,0.0,1272
2018-03-17,3,18,Evening,Spring,No,Yes,10.6,Mild,42,2.8,1307,0.31,0.0,0.0,934
2018-03-17,3,19,Evening,Spring,No,Yes,8.8,Cold,49,3.2,1207,0.05,0.0,0.0,718
2018-03-17,3,20,Evening,Spring,No,Yes,7.9,Cold,54,2.3,1005,0.0,0.0,0.0,688
2018-03-17,3,21,Evening,Spring,No,Yes,7.4,Cold,54,2.0,1142,0.0,0.0,0.0,624
2018-03-17,3,22,Night,Spring,No,Yes,7.0,Cold,55,2.7,1041,0.0,0.0,0.0,562
2018-03-17,3,23,Night,Spring,No,Yes,6.4,Cold,59,1.1,961,0.0,0.0,0.0,422
2018-03-18,3,0,Night,Spring,No,Yes,5.9,Cold,56,1.1,1019,0.0,0.0,0.0,407
2018-03-18,3,1,Night,Spring,No,Yes,5.7,Cold,55,1.4,1043,0.0,0.0,0.0,309
2018-03-18,3,2,Night,Spring,No,Yes,5.5,Cold,56,1.2,1067,0.0,0.0,0.0,226
2018-03-18,3,3,Night,Spring,No,Yes,5.5,Cold,57,1.1,1079,0.0,0.0,0.0,174
2018-03-18,3,4,Morning,Spring,No,Yes,5.6,Cold,55,0.4,1115,0.0,0.0,0.0,106
2018-03-18,3,5,Morning,Spring,No,Yes,5.6,Cold,55,1.2,1008,0.0,0.0,0.0,67
2018-03-18,3,6,Morning,Spring,No,Yes,5.7,Cold,54,1.7,1208,0.0,0.0,0.0,73
2018-03-18,3,7,Morning,Spring,No,Yes,5.5,Cold,58,1.0,937,0.0,0.0,0.0,152
2018-03-18,3,8,Morning,Spring,No,Yes,5.9,Cold,58,1.8,861,0.11,0.0,0.0,293
2018-03-18,3,9,Morning,Spring,No,Yes,6.3,Cold,53,0.5,849,0.34,0.0,0.0,398
2018-03-18,3,10,Morning,Spring,No,Yes,7.2,Cold,53,1.6,709,0.45,0.0,0.0,460
2018-03-18,3,11,Noon,Spring,No,Yes,8.5,Cold,49,0.7,718,0.76,0.0,0.0,587
2018-03-18,3,12,Noon,Spring,No,Yes,9.8,Cold,46,1.2,710,1.13,0.0,0.0,751
2018-03-18,3,13,Noon,Spring,No,Yes,10.6,Mild,43,1.3,705,1.07,0.0,0.0,881
2018-03-18,3,14,Noon,Spring,No,Yes,11.0,Mild,41,1.1,763,0.81,0.0,0.0,993
2018-03-18,3,15,Afternoon,Spring,No,Yes,12.0,Mild,37,0.8,879,1.09,0.0,0.0,1128
2018-03-18,3,16,Afternoon,Spring,No,Yes,12.3,Mild,30,1.6,1263,0.94,0.0,0.0,1059
2018-03-18,3,17,Afternoon,Spring,No,Yes,11.1,Mild,42,2.2,765,0.34,0.0,0.0,603
2018-03-18,3,18,Evening,Spring,No,Yes,10.4,Mild,47,0.4,824,0.14,0.0,0.0,365
2018-03-18,3,19,Evening,Spring,No,Yes,10.0,Cold,53,1.7,796,0.01,0.0,0.0,237
2018-03-18,3,20,Evening,Spring,No,Yes,9.2,Cold,66,1.1,513,0.0,0.0,0.0,146
2018-03-18,3,21,Evening,Spring,No,Yes,8.8,Cold,72,0.9,501,0.0,0.0,0.0,71
2018-03-18,3,22,Night,Spring,No,Yes,8.1,Cold,76,0.8,492,0.0,0.0,0.0,70
2018-03-18,3,23,Night,Spring,No,Yes,7.4,Cold,80,1.3,471,0.0,0.0,0.0,53
2018-03-19,3,0,Night,Spring,No,Yes,7.0,Cold,81,1.1,421,0.0,0.5,0.0,67
2018-03-19,3,1,Night,Spring,No,Yes,6.7,Cold,84,0.8,320,0.0,0.0,0.0,38
2018-03-19,3,2,Night,Spring,No,Yes,6.6,Cold,86,0.6,416,0.0,0.0,0.0,28
2018-03-19,3,3,Night,Spring,No,Yes,6.5,Cold,88,0.9,276,0.0,0.3,0.0,12
2018-03-19,3,4,Morning,Spring,No,Yes,6.3,Cold,90,1.0,240,0.0,0.0,0.0,9
2018-03-19,3,5,Morning,Spring,No,Yes,6.2,Cold,89,1.5,338,0.0,0.0,0.0,27
2018-03-19,3,6,Morning,Spring,No,Yes,6.5,Cold,88,1.2,417,0.0,0.2,0.0,91
2018-03-19,3,7,Morning,Spring,No,Yes,6.5,Cold,88,1.4,515,0.0,0.0,0.0,370
2018-03-19,3,8,Morning,Spring,No,Yes,7.3,Cold,84,2.2,813,0.05,0.0,0.0,592
2018-03-19,3,9,Morning,Spring,No,Yes,8.2,Cold,81,2.7,1273,0.2,0.5,0.0,387
2018-03-19,3,10,Morning,Spring,No,Yes,9.1,Cold,77,2.7,1587,0.27,0.0,0.0,292
2018-03-19,3,11,Noon,Spring,No,Yes,10.2,Mild,65,3.3,2000,0.57,0.0,0.0,393
2018-03-19,3,12,Noon,Spring,No,Yes,10.2,Mild,58,3.5,2000,0.32,0.0,0.0,403
2018-03-19,3,13,Noon,Spring,No,Yes,10.1,Mild,61,3.7,1504,0.38,0.0,0.0,387
2018-03-19,3,14,Noon,Spring,No,Yes,10.1,Mild,59,3.3,2000,0.57,0.0,0.0,326
2018-03-19,3,15,Afternoon,Spring,No,Yes,9.8,Cold,57,3.0,2000,0.43,0.0,0.0,263
2018-03-19,3,16,Afternoon,Spring,No,Yes,8.9,Cold,63,3.0,1614,0.28,0.0,0.0,271
2018-03-19,3,17,Afternoon,Spring,No,Yes,8.5,Cold,59,2.7,1927,0.16,0.0,0.0,605
2018-03-19,3,18,Evening,Spring,No,Yes,8.6,Cold,55,2.4,1958,0.09,0.0,0.0,1200
2018-03-19,3,19,Evening,Spring,No,Yes,8.4,Cold,51,3.3,1977,0.01,0.0,0.0,818
2018-03-19,3,20,Evening,Spring,No,Yes,8.3,Cold,47,3.1,2000,0.0,0.0,0.0,711
2018-03-19,3,21,Evening,Spring,No,Yes,8.0,Cold,47,3.3,2000,0.0,0.0,0.0,731
2018-03-19,3,22,Night,Spring,No,Yes,7.6,Cold,48,3.1,2000,0.0,0.0,0.0,565
2018-03-19,3,23,Night,Spring,No,Yes,6.9,Cold,44,3.3,2000,0.0,0.0,0.0,382
2018-03-20,3,0,Night,Spring,No,Yes,6.3,Cold,42,3.3,2000,0.0,0.0,0.0,297
2018-03-20,3,1,Night,Spring,No,Yes,5.5,Cold,42,3.1,2000,0.0,0.0,0.0,243
2018-03-20,3,2,Night,Spring,No,Yes,5.1,Cold,44,3.4,2000,0.0,0.0,0.0,165
2018-03-20,3,3,Night,Spring,No,Yes,4.7,Cold,44,3.8,2000,0.0,0.0,0.0,95
2018-03-20,3,4,Morning,Spring,No,Yes,4.4,Cold,44,3.1,2000,0.0,0.0,0.0,69
2018-03-20,3,5,Morning,Spring,No,Yes,4.1,Cold,42,3.1,2000,0.0,0.0,0.0,92
2018-03-20,3,6,Morning,Spring,No,Yes,3.9,Cold,43,3.4,2000,0.0,0.0,0.0,235
2018-03-20,3,7,Morning,Spring,No,Yes,3.8,Cold,44,4.1,2000,0.02,0.0,0.0,677
2018-03-20,3,8,Morning,Spring,No,Yes,4.3,Cold,43,4.2,2000,0.37,0.0,0.0,1212
2018-03-20,3,9,Morning,Spring,No,Yes,5.7,Cold,38,3.9,1985,0.98,0.0,0.0,661
2018-03-20,3,10,Morning,Spring,No,Yes,7.4,Cold,35,3.5,1990,1.81,0.0,0.0,418
2018-03-20,3,11,Noon,Spring,No,Yes,8.4,Cold,34,3.6,1966,2.36,0.0,0.0,488
2018-03-20,3,12,Noon,Spring,No,Yes,9.0,Cold,33,3.1,1985,2.59,0.0,0.0,522
2018-03-20,3,13,Noon,Spring,No,Yes,8.0,Cold,37,3.4,2000,1.96,0.0,0.0,516
2018-03-20,3,14,Noon,Spring,No,Yes,7.3,Cold,38,3.4,1997,1.6,0.0,0.0,478
2018-03-20,3,15,Afternoon,Spring,No,Yes,6.5,Cold,39,3.3,2000,1.21,0.0,0.0,492
2018-03-20,3,16,Afternoon,Spring,No,Yes,5.6,Cold,42,4.2,2000,0.81,0.0,0.0,518
2018-03-20,3,17,Afternoon,Spring,No,Yes,4.9,Cold,43,4.3,2000,0.42,0.0,0.0,719
2018-03-20,3,18,Evening,Spring,No,Yes,4.1,Cold,43,3.5,2000,0.21,0.0,0.0,1111
2018-03-20,3,19,Evening,Spring,No,Yes,3.2,Cold,45,3.7,2000,0.02,0.0,0.0,716
2018-03-20,3,20,Evening,Spring,No,Yes,2.7,Cold,45,3.3,2000,0.0,0.0,0.0,543
2018-03-20,3,21,Evening,Spring,No,Yes,2.3,Cold,40,3.3,2000,0.0,0.0,0.0,494
2018-03-20,3,22,Night,Spring,No,Yes,2.0,Cold,37,2.7,2000,0.0,0.0,0.0,460
2018-03-20,3,23,Night,Spring,No,Yes,1.8,Cold,37,2.3,2000,0.0,0.0,0.0,294
2018-03-21,3,0,Night,Spring,No,Yes,1.6,Cold,39,2.3,2000,0.0,0.0,0.0,240
2018-03-21,3,1,Night,Spring,No,Yes,1.5,Cold,40,2.8,2000,0.0,0.0,0.0,223
2018-03-21,3,2,Night,Spring,No,Yes,1.4,Cold,40,2.9,2000,0.0,0.0,0.0,147
2018-03-21,3,3,Night,Spring,No,Yes,1.3,Cold,40,2.1,2000,0.0,0.0,0.0,82
2018-03-21,3,4,Morning,Spring,No,Yes,1.3,Cold,39,2.3,2000,0.0,0.0,0.0,70
2018-03-21,3,5,Morning,Spring,No,Yes,1.3,Cold,40,2.3,2000,0.0,0.0,0.0,80
2018-03-21,3,6,Morning,Spring,No,Yes,1.4,Cold,42,1.7,2000,0.0,0.0,0.0,209
2018-03-21,3,7,Morning,Spring,No,Yes,1.4,Cold,43,1.5,2000,0.0,0.0,0.0,605
2018-03-21,3,8,Morning,Spring,No,Yes,1.6,Cold,42,1.8,2000,0.13,0.0,0.0,1097
2018-03-21,3,9,Morning,Spring,No,Yes,2.5,Cold,40,1.9,2000,0.41,0.0,0.0,614
2018-03-21,3,10,Morning,Spring,No,Yes,3.6,Cold,37,1.3,2000,0.83,0.0,0.0,374
2018-03-21,3,11,Noon,Spring,No,Yes,4.8,Cold,35,2.1,2000,1.38,0.0,0.0,339
2018-03-21,3,12,Noon,Spring,No,Yes,4.8,Cold,51,2.2,1715,1.12,0.0,0.0,333
2018-03-21,3,13,Noon,Spring,No,Yes,4.0,Cold,64,2.0,1834,0.75,0.0,0.0,196
2018-03-21,3,14,Noon,Spring,No,Yes,1.9,Cold,89,1.5,102,0.41,0.0,0.0,117
2018-03-21,3,15,Afternoon,Spring,No,Yes,2.2,Cold,85,1.3,2000,0.41,0.5,0.0,184
2018-03-21,3,16,Afternoon,Spring,No,Yes,2.4,Cold,79,1.9,1995,0.37,0.0,0.0,241
2018-03-21,3,17,Afternoon,Spring,No,Yes,2.5,Cold,78,2.0,2000,0.25,0.0,0.0,319
2018-03-21,3,18,Evening,Spring,No,Yes,2.0,Cold,77,1.3,2000,0.07,0.0,0.0,615
2018-03-21,3,19,Evening,Spring,No,Yes,2.0,Cold,81,0.7,2000,0.0,0.0,0.0,402
2018-03-21,3,20,Evening,Spring,No,Yes,1.7,Cold,85,1.3,396,0.0,0.0,0.0,120
2018-03-21,3,21,Evening,Spring,No,Yes,1.2,Cold,92,0.7,1474,0.0,0.5,0.0,231
2018-03-21,3,22,Night,Spring,No,Yes,1.2,Cold,87,0.9,1802,0.0,0.0,0.0,320
2018-03-21,3,23,Night,Spring,No,Yes,1.5,Cold,86,1.2,1495,0.0,0.0,0.0,226
2018-03-22,3,0,Night,Spring,No,Yes,1.6,Cold,86,1.7,1141,0.0,0.0,0.0,243
2018-03-22,3,1,Night,Spring,No,Yes,1.6,Cold,85,2.0,952,0.0,0.0,0.0,247
2018-03-22,3,2,Night,Spring,No,Yes,1.5,Cold,86,2.5,782,0.0,0.0,0.0,173
